,country,city,population
158356,au,orange,30402.0
158411,au,pakenham,10602.0
158431,au,palmerston,31075.0
158480,au,parkes,11137.0
158599,au,perth,1446715.0
158769,au,port augusta,12133.0
158787,au,port hedland,14289.0
158792,au,port keats,1351.0
158797,au,portland,8842.0
158799,au,port lincoln,11247.0
158801,au,port macquarie,48553.0
158809,au,port pirie,12328.0
158917,au,queanbeyan,32249.0
158990,au,raymond terrace,13606.0
159120,au,rockhampton,65851.0
159144,au,roebourne,19264.0
159159,au,roma,5497.0
159306,au,sale,12917.0
159381,au,sawtell,14608.0
159517,au,singleton,13813.0
159571,au,somerville,7015.0
159703,au,stawell,6991.0
159806,au,sunbury,29926.0
159840,au,swan hill,9276.0
159856,au,sydney,4394585.0
159932,au,tamworth,38552.0
159981,au,taree,44183.0
160314,au,toowoomba,92802.0
160324,au,torquay,6670.0
160351,au,townsville,138959.0
160365,au,traralgon,18226.0
160445,au,tumut,6526.0
160514,au,ulladulla,9250.0
160525,au,ulverstone,9605.0
160666,au,victor harbor,7760.0
160671,au,victoria point,11930.0
160708,au,wagga wagga,55382.0
160822,au,wangaratta,14023.0
160896,au,warragul,9128.0
160932,au,warrnambool,29928.0
160943,au,warwick,12347.0
161049,au,wellington,5428.0
161174,au,whyalla,19646.0
161323,au,wodonga,31518.0
161339,au,wollongong,260918.0
161381,au,wonthaggi,5985.0
161731,au,yeppoon,10769.0
161785,au,young,7501.0
161795,au,yulara,3903.0
161873,aw,oranjestad,29998.0
162132,az,agdam,39451.0
162145,az,agdas,23528.0
162205,az,agstafa,12542.0
162206,az,agsu,17209.0
162514,az,alunitdag,857.0
162690,az,aran,6724.0
162781,az,artyom,13435.0
163096,az,astara,15190.0
163271,az,badamdar,11398.0
163345,az,baku,1116513.0
163542,az,basqal,1234.0
164008,az,buzovna,24795.0
164148,az,ceyranbatan,5684.0
164442,az,corat,8624.0
164453,az,culfa,10820.0
165701,az,gilazi,3277.0
165702,az,gilazi,3277.0
165766,az,goranboy,7334.0
165800,az,goycay,35348.0
165867,az,gurgan,712.0
165891,az,guzdak,2462.0
166078,az,hadrut,2523.0
166079,az,haftoni,2003.0
166120,az,hasanabad,4308.0
166188,az,horadiz,2714.0
166195,az,hovsan,36293.0
166336,az,imisli,31381.0
166421,az,istisu,929.0
167255,az,kesla,17913.0
167672,az,kijaba,4567.0
167716,az,kirovskiy,34488.0
167873,az,korgoz,2036.0
168392,az,lerik,7094.0
168413,az,lokbatan,30694.0
168697,az,masalli,9603.0
168724,az,mastaga,40092.0
168917,az,mincivan,6353.0
169156,az,mugan,4410.0
169331,az,naftalan,7045.0
169377,az,nardaran,7700.0
169423,az,neftcala,18661.0
169675,az,ordubad,9781.0
169944,az,pirsagi,5102.0
170023,az,pushkino,18182.0
170032,az,puta,1018.0
170040,az,qabaqcol,1293.0
170072,az,qala,2709.0
170112,az,qaracala,4211.0
170125,az,qaracuxur,72989.0
170232,az,qarayeri,5565.0
170280,az,qax,11993.0
170292,az,qazanbulaq,980.0
170304,az,qazax,18904.0
170379,az,qobu,7377.0
170380,az,qobustan,13398.0
170406,az,qovlar,12819.0
170425,az,quba,22405.0
170453,az,qusar,16022.0
170459,az,quscu,408.0
170495,az,ramana,8855.0
170587,az,sabirabad,28076.0
170603,az,sabuncu,20996.0
170653,az,sahbuz,2674.0
170726,az,salyan,36555.0
170748,az,samur,1760.0
170786,az,saray,10173.0
171452,az,sollar,205.0
171465,az,sonqar,730.0
171577,az,suraabad,1945.0
171595,az,susa,18663.0
171949,az,tovuz,12626.0
172017,az,turkan,9699.0
172024,az,turyancay,307.0
172067,az,ucar,15741.0
172356,az,vurgun,2635.0
172365,az,xacmaz,37175.0
172413,az,xanlar,17816.0
172469,az,xocali,5810.0
172470,az,xocali,5810.0
172471,az,xocasan,5089.0
172490,az,xudat,13625.0
172720,az,yevlax,53715.0
172925,az,zabrat,21396.0
172985,az,zaqatala,18277.0
173085,az,zig,6001.0
173521,ba,banja luka,221100.0
173541,ba,banovici,7211.0
173574,ba,barice,3697.0
173658,ba,batkovici,4923.0
173806,ba,bihac,75641.0
173814,ba,bijela,3484.0
173836,ba,bijeljina,37691.0
173854,ba,bila,4397.0
173867,ba,bileca,13256.0
174018,ba,blagaj,4715.0
174038,ba,blatnica,5675.0
174275,ba,bosanska dubica,9959.0
174276,ba,bosanska gradiska,13345.0
174278,ba,bosanska kostajnica,4739.0
174279,ba,bosanska krupa,15193.0
174282,ba,bosanski brod,9249.0
174289,ba,bosanski novi,8920.0
174292,ba,bosanski samac,3599.0
174293,ba,bosansko grahovo,5642.0
174416,ba,bratunac,4717.0
174430,ba,brcko,38478.0
174484,ba,breza,3732.0
174617,ba,bronzani majdan,3945.0
174717,ba,bugojno,41378.0
174866,ba,busovaca,4775.0
174880,ba,buzim,7229.0
174921,ba,cajnice,3908.0
174972,ba,capljina,7923.0
174989,ba,careva cuprija,3954.0
175031,ba,cazin,21741.0
175034,ba,cecava,3847.0
175080,ba,celinac,6670.0
175251,ba,cim,3966.0
175276,ba,citluk,5718.0
175315,ba,coralici,5223.0
175399,ba,crnici,5789.0
175741,ba,derventa,9772.0
175815,ba,divicani,7250.0
175852,ba,doboj,27234.0
175894,ba,dobrinje,3987.0
175897,ba,dobrljin,3581.0
176039,ba,donja dubica,3489.0
176096,ba,donja mahala,5565.0
176109,ba,donja medjidja,3782.0
176120,ba,donja orahovica,5612.0
176234,ba,donje dubrave,3811.0
176318,ba,donje vukovije,3535.0
176585,ba,donji vakuf,7955.0
176772,ba,dreznica,3908.0
176793,ba,drinovci,3791.0
176891,ba,dubravica,3868.0
177204,ba,foca,14614.0
177207,ba,fojnica,8244.0
177233,ba,gacko,3417.0
177382,ba,glamoc,4015.0
177476,ba,gnojnica,3985.0
177578,ba,gorazde,17649.0
177668,ba,gornja koprivna,4600.0
177769,ba,gornja tuzla,4864.0
177818,ba,gornje dubrave,4821.0
177916,ba,gornje zivinice,4661.0
178188,ba,gornji vakuf,7014.0
178240,ba,gostovici,5802.0
178299,ba,gracanica,15758.0
178305,ba,gradacac,15659.0
178447,ba,gromiljak,6457.0
178467,ba,grude,4627.0
178570,ba,hadzici,7173.0
178761,ba,hotonj,4013.0
178904,ba,ilici,3688.0
178913,ba,ilijas,5854.0
178999,ba,izacic,4089.0
179011,ba,jablanica,6209.0
179052,ba,jajce,9762.0
179092,ba,janja,5543.0
179245,ba,jelah,5291.0
179319,ba,jezerski,4361.0
179446,ba,kacuni,5042.0
179479,ba,kakanj,12405.0
179621,ba,karadaglije,3700.0
179823,ba,kiseljak,3447.0
179836,ba,kladanj,6783.0
179910,ba,kljuc,7244.0
179943,ba,knezica,4792.0
179959,ba,kobilja glava,3666.0
179969,ba,kocerin,3516.0
180091,ba,konjic,15950.0
180143,ba,koran,3394.0
180907,ba,laktasi,6464.0
180918,ba,lamovita,4582.0
181044,ba,lijesnica,3559.0
181126,ba,listica,9370.0
181133,ba,livno,11748.0
181194,ba,ljubinje,4235.0
181221,ba,ljubuski,9987.0
181255,ba,lokvine,3928.0
181276,ba,lopare,3614.0
181354,ba,lukavac,12607.0
181361,ba,lukavica,4084.0
181454,ba,maglajani,4221.0
181456,ba,maglaj,7398.0
181537,ba,mala kladusa,6033.0
181572,ba,malesici,3764.0
181739,ba,maricka,3707.0
181812,ba,maslovare,4899.0
182106,ba,milici,8210.0
182188,ba,mionica,8701.0
182321,ba,modrica,5135.0
182374,ba,mostar,104517.0
182379,ba,mostre,4009.0
182402,ba,mramor,3918.0
182456,ba,mrkonjic grad,14737.0
182728,ba,nevesinje,7312.0
182818,ba,novi seher,4416.0
182820,ba,novi travnik,10006.0
182904,ba,obudovac,2171.0
182930,ba,odzak,11621.0
182987,ba,olovo,3305.0
182999,ba,omarska,6466.0
183066,ba,orasac,3856.0
183072,ba,orasje,3613.0
183092,ba,orguz,4371.0
183184,ba,ostra luka,3923.0
183200,ba,ostrozac,5456.0
183228,ba,otoka,6595.0
183281,ba,pajic polje,4026.0
183316,ba,pale,7458.0
183498,ba,pazaric,4787.0
183507,ba,pecigrad,6514.0
183512,ba,peci,3650.0
183633,ba,petkovci,2211.0
183739,ba,piskavica,3797.0
183754,ba,pjanici,3537.0
183883,ba,podbrdo,4028.0
183946,ba,podhum,5801.0
184103,ba,podzvizd,6665.0
184172,ba,polje,3799.0
184285,ba,posusje,5114.0
184325,ba,potoci,8311.0
184476,ba,pribinic,3558.0
184488,ba,priboj,4351.0
184514,ba,prijedor,36346.0
184575,ba,prnjavor,7098.0
184616,ba,prozor,10349.0
184668,ba,puracic,3461.0
184794,ba,radisici,4071.0
185291,ba,rodoc,5159.0
185298,ba,rogatica,4946.0
185414,ba,rumboci,3854.0
185587,ba,sanica,5666.0
185592,ba,sanski most,13550.0
185607,ba,sarajevo,696726.0
185741,ba,sekovici,6315.0
185822,ba,serici,3663.0
185962,ba,sipovo,10737.0
186063,ba,skender vakuf,6866.0
186084,ba,skokovi,3553.0
186135,ba,sladna,4304.0
186328,ba,sokolac,8842.0
186362,ba,solina,4780.0
186433,ba,srbac,7380.0
186446,ba,srebrenica,2861.0
186447,ba,srebrenik,6723.0
186553,ba,stanari,3590.0
186658,ba,stijena,10844.0
186707,ba,stolac,7733.0
186817,ba,stupari,4424.0
186838,ba,sturlic,5013.0
186915,ba,sumatac,4987.0
187033,ba,svodna,4387.0
187034,ba,svojat,3515.0
187134,ba,tesanjka,5666.0
187136,ba,tesanj,7549.0
187147,ba,teslic,6404.0
187210,ba,todorovo,9560.0
187216,ba,tojsici,6587.0
187234,ba,tolisa,4282.0
187264,ba,tomislavgrad,7737.0
187333,ba,travnik,31127.0
187356,ba,trebinje,33177.0
187459,ba,trn,7553.0
187499,ba,trzacka rastela,6617.0
187576,ba,turbe,4766.0
187624,ba,tuzla,142484.0
187660,ba,ugljevik,3452.0
187732,ba,ustikolina,4446.0
187798,ba,vares,7193.0
187806,ba,varoska rijeka,6573.0
187854,ba,velagici,4972.0
187893,ba,velika kladusa,19330.0
187899,ba,velika obarska,5142.0
188012,ba,vidosi,3905.0
188085,ba,visegrad,6086.0
188105,ba,visoko,17890.0
188119,ba,vitez,8140.0
188123,ba,vitina,4384.0
188178,ba,vlasenica,4508.0
188208,ba,vogosca,8179.0
188237,ba,voljevac,3764.0
188250,ba,vozuca,3209.0
188415,ba,vrnograc,6859.0
188623,ba,zabrisce,4261.0
188804,ba,zavidovici,14380.0
188825,ba,zboriste,4922.0
188908,ba,zeljezno polje,5783.0
188922,ba,zenica,164422.0
188927,ba,zepce,8502.0
188991,ba,zivinice,13640.0
188992,ba,zivinice,3718.0
189157,ba,zvornik,8024.0
189180,bb,bathsheba,1765.0
189199,bb,blackmans,623.0
189216,bb,bridgetown,98511.0
189283,bb,crab hill,727.0
189371,bb,greenland,623.0
189399,bb,hillaby,519.0
189402,bb,holetown,1350.0
189508,bb,oistins,2285.0
189607,bb,speightstown,3634.0
189720,bd,abhaynagar,42658.0
190853,bd,badarganj,32604.0
191364,bd,bajitpur,34564.0
191809,bd,bandarban,32526.0
191893,bd,baniachang,37812.0
192688,bd,barisal,280437.0
193231,bd,bera,39608.0
193449,bd,bhairab bazar,105470.0
193516,bd,bhandaria,30222.0
193811,bd,bheramara,38164.0
193891,bd,bhola,99090.0
195401,bd,chandpur,120183.0
195659,bd,char bhadrasan,34427.0
196546,bd,chhagalnaiya,39339.0
196588,bd,chhatak,39223.0
197034,bd,chilmari,49742.0
198311,bd,dhaka,6493177.0
198395,bd,dhamrai,38003.0
198891,bd,dinajpur,206251.0
198959,bd,dohar,45549.0
199526,bd,faridpur,112200.0
199569,bd,fatikchhari,39974.0
199594,bd,feni,84038.0
199707,bd,gafargaon,34181.0
200056,bd,gaurnadi,40524.0
200104,bd,gazipur,132249.0
200893,bd,habiganj,88770.0
200942,bd,hajiganj,44349.0
201827,bd,ishurdi,82005.0
202061,bd,jaipur hat,73076.0
202157,bd,jamalpur,167914.0
202524,bd,jhikargachha,41962.0
203301,bd,kalia,40497.0
203332,bd,kaliganj,45636.0
204361,bd,keshabpur,30930.0
204435,bd,khagrachari,50364.0
205021,bd,khulna,1342429.0
205096,bd,kishorganj,90700.0
205812,bd,laksham,82299.0
205875,bd,lakshmipur,61710.0
205910,bd,lalmanir hat,65135.0
205912,bd,lalmohan,42225.0
206214,bd,madaripur,84799.0
207067,bd,manikchhari,24836.0
207074,bd,manikganj,85800.0
207304,bd,mathbaria,29764.0
207393,bd,maulvi bazar,57448.0
207472,bd,mehendiganj,39429.0
207626,bd,mirzapur,41142.0
207804,bd,morrelganj,31651.0
207906,bd,muktagachha,24687.0
208088,bd,nabinagar,31675.0
208201,bd,nageshwari,49431.0
208307,bd,nalchiti,38708.0
208551,bd,naral,55118.0
208581,bd,narayanganj,223773.0
208651,bd,narsingdi,281110.0
208758,bd,nawabganj,142373.0
208877,bd,netrakona,79025.0
209466,bd,pabna,137904.0
209717,bd,palang,67659.0
209795,bd,panchagarh,48536.0
210061,bd,parbatipur,48026.0
210426,bd,patiya,51367.0
210629,bd,phultala,37990.0
210695,bd,pirganj,34610.0
210703,bd,pirojpur,54424.0
211478,bd,rajshahi,700206.0
211562,bd,ramganj,55247.0
211563,bd,ramgarh,28017.0
211735,bd,rangpur,285586.0
211781,bd,raozan,25711.0
211930,bd,raypur,64659.0
212419,bd,sakhipur,40874.0
212806,bd,sarankhola,36475.0
212873,bd,sarishabari,81334.0
213021,bd,satkhira,128933.0
213353,bd,sherpur,107431.0
213359,bd,shibganj,35965.0
213705,bd,sirajganj,167501.0
214447,bd,sunamganj,76491.0
214991,bd,teknaf,40562.0
215140,bd,thakurgaon,71104.0
215372,bd,tungi,337620.0
216113,be,aalst,77534.0
216117,be,aalter,18802.0
216138,be,aarschot,27656.0
216144,be,aartselaar,14193.0
216263,be,alken,10933.0
216293,be,alveringem,4910.0
216301,be,amay,13307.0
216307,be,amel,5221.0
216326,be,andenne,24055.0
216330,be,anderlues,11597.0
216345,be,anhee,7125.0
216353,be,ans,27297.0
216361,be,anthisnes,4116.0
216363,be,antoing,7507.0
216365,be,antwerp,459805.0
216370,be,anzegem,13920.0
216399,be,ardooie,9161.0
216404,be,arendonk,12247.0
216411,be,arlon,26179.0
216422,be,as,7250.0
216442,be,asse,28985.0
216448,be,assenede,13495.0
216451,be,assesse,6279.0
216459,be,ath,26681.0
216466,be,attert,4491.0
216469,be,aubange,14932.0
216472,be,aubel,4119.0
216569,be,avelgem,9106.0
216585,be,awans,8612.0
216593,be,aywaille,10636.0
216608,be,baarle-hertog,2305.0
216634,be,baelen,3928.0
216668,be,balen,19978.0
216772,be,bassenge,8151.0
216793,be,bastogne,14395.0
216846,be,beaumont,6645.0
216849,be,beauraing,8242.0
216860,be,beauvechain,6334.0
216905,be,beernem,14512.0
216906,be,beerse,16208.0
216908,be,beersel,23228.0
216927,be,begijnendijk,9178.0
216957,be,bekkevoort,5714.0
217003,be,beloeil,13405.0
217092,be,beringen,40930.0
217106,be,berlaar,10370.0
217109,be,berlare,13853.0
217115,be,berloz,2770.0
217119,be,bernissart,11588.0
217125,be,bertem,9215.0
217135,be,bertogne,2852.0
217137,be,bertrix,8063.0
217183,be,bever,1932.0
217189,be,beveren,45179.0
217203,be,beyne-heusay,11608.0
217222,be,bierbeek,8994.0
217250,be,bievre,3207.0
217269,be,bilzen,29622.0
217270,be,binche,32030.0
217321,be,blankenberge,18230.0
217340,be,blegny,12745.0
217398,be,bocholt,12346.0
217412,be,boechout,12145.0
217564,be,bonheiden,14260.0
217597,be,boom,15810.0
217608,be,boortmeerbeek,11570.0
217623,be,borgloon,9955.0
217639,be,bornem,19997.0
217645,be,borsbeek,10334.0
217787,be,bouillon,5347.0
217827,be,boussu,20058.0
217834,be,boutersem,7702.0
217891,be,braine-le-chateau,9627.0
217892,be,braine-le-comte,20133.0
217893,be,braives,5672.0
217914,be,brasschaat,37040.0
217921,be,brecht,25908.0
217925,be,bredene,14862.0
217931,be,bree,14363.0
218044,be,brugelette,3358.0
218048,be,brugge,116709.0
218091,be,brunehaut,7592.0
218097,be,brussels,1019022.0
218142,be,buggenhout,13510.0
218169,be,bullingen,5340.0
218184,be,burdinne,2799.0
218222,be,butgenbach,5516.0
218346,be,celles,5471.0
218359,be,cerfontaine,4500.0
218430,be,chapelle-lez-herlaimont,14353.0
218440,be,charleroi,200132.0
218452,be,chastre,6243.0
218460,be,chatelet,35238.0
218466,be,chaudfontaine,20960.0
218471,be,chaumont-gistoux,10943.0
218533,be,chievres,6045.0
218535,be,chimay,9720.0
218537,be,chiny,4897.0
218549,be,ciney,14830.0
218569,be,clavier,4092.0
218630,be,colfontaine,19964.0
218644,be,comblain-au-pont,5308.0
218763,be,courcelles,29473.0
218774,be,court-saint-etienne,9353.0
218787,be,couvin,13518.0
218816,be,crisnee,2587.0
218915,be,dalhem,6391.0
218918,be,damme,10924.0
218944,be,daverdisse,1299.0
218996,be,deerlijk,11292.0
219007,be,de haan,11766.0
219046,be,deinze,27777.0
219149,be,denderleeuw,16969.0
219150,be,dendermonde,43055.0
219201,be,dentergem,8038.0
219210,be,de panne,9799.0
219215,be,de pinte,10020.0
219271,be,dessel,8707.0
219284,be,destelbergen,16853.0
219376,be,diepenbeek,17699.0
219385,be,diest,22516.0
219402,be,diksmuide,15515.0
219404,be,dilbeek,39482.0
219407,be,dinant,12875.0
219412,be,dison,13642.0
219424,be,doische,2739.0
219433,be,donceel,2712.0
219492,be,dour,16861.0
219566,be,drogenbos,4843.0
219601,be,duffel,16011.0
219631,be,durbuy,10251.0
219660,be,edegem,21839.0
219699,be,eeklo,19116.0
219741,be,eghezee,14352.0
219834,be,ellezelles,5566.0
219896,be,enghien,11367.0
219897,be,engis,5737.0
219929,be,erezee,2930.0
219947,be,erquelinnes,9396.0
219969,be,esneux,13497.0
219986,be,essen,16754.0
219992,be,estaimpuis,9340.0
219998,be,etalle,5228.0
220010,be,eupen,18029.0
220023,be,evergem,31615.0
220068,be,faimes,3349.0
220095,be,farciennes,11488.0
220125,be,fauvillers,1952.0
220164,be,ferrieres,4434.0
220171,be,fexhe-le-haut-clocher,3082.0
220211,be,fleron,15994.0
220214,be,fleurus,22080.0
220220,be,flobecq,3142.0
220228,be,floreffe,7480.0
220229,be,florennes,10723.0
220231,be,florenville,5464.0
220400,be,frameries,20598.0
220514,be,galmaarden,7939.0
220548,be,gavere,11888.0
220559,be,gedinne,4416.0
220561,be,geel,34697.0
220576,be,geer,2682.0
220584,be,geetbets,5813.0
220624,be,gembloux,21676.0
220641,be,genappe,14266.0
220675,be,genk,63666.0
220688,be,gent,231493.0
220694,be,geraardsbergen,30807.0
220724,be,gerpinnes,11977.0
220730,be,gesves,6150.0
220784,be,gingelom,7930.0
220789,be,gistel,11084.0
220800,be,glabbeek,5070.0
220869,be,gooik,8957.0
220922,be,gouvy,4706.0
221066,be,grez-doiceau,12367.0
221078,be,grimbergen,33561.0
221096,be,grobbendonk,10724.0
221281,be,haacht,13541.0
221294,be,haaltert,17129.0
221315,be,habay,7704.0
221405,be,halen,8548.0
221423,be,halle,34479.0
221462,be,hamme,22891.0
221466,be,hamoir,3500.0
221469,be,hamois,6662.0
221503,be,hannut,14129.0
221534,be,harelbeke,25978.0
221574,be,hasselt,69222.0
221578,be,hastiere,5147.0
221672,be,havelange,4790.0
221726,be,heers,6689.0
221832,be,heist-op-den-berg,37873.0
221890,be,hemiksem,9504.0
221914,be,hensies,6390.0
221926,be,herbeumont,1612.0
221947,be,herentals,25912.0
221949,be,herent,19218.0
221951,be,herenthout,8379.0
221964,be,herk-de-stad,11566.0
221986,be,herne,6459.0
221991,be,heron,4305.0
222002,be,herselt,13493.0
222004,be,herstal,36503.0
222005,be,herstappe,93.0
222015,be,herve,16544.0
222018,be,herzele,16523.0
222220,be,hoegaarden,6110.0
222223,be,hoeilaart,10272.0
222249,be,hoeselt,9265.0
222351,be,holsbeek,9094.0
222461,be,hooglede,9900.0
222473,be,hoogstraten,18524.0
222528,be,hotton,4969.0
222539,be,houffalize,4614.0
222594,be,houthulst,8951.0
222612,be,houyet,4505.0
222615,be,hove,7968.0
222655,be,huldenberg,9137.0
222672,be,hulshout,9198.0
222721,be,huy,19973.0
222732,be,ichtegem,13582.0
222736,be,ieper,35089.0
222760,be,incourt,4395.0
222767,be,ingelmunster,10603.0
222797,be,ittre,6014.0
222803,be,izegem,26382.0
222808,be,jabbeke,13488.0
222812,be,jalhay,7688.0
222867,be,jodoigne,11930.0
222894,be,juprelle,8354.0
222896,be,jurbise,9483.0
222944,be,kalmthout,17485.0
222967,be,kampenhout,10784.0
222998,be,kapellen,26410.0
223003,be,kapelle-op-den-bos,8859.0
223020,be,kaprijke,6114.0
223038,be,kasterlee,17765.0
223074,be,keerbergen,12363.0
223215,be,kinrooi,11946.0
223405,be,knesselare,7889.0
223415,be,knokke-heist,33781.0
223435,be,koekelare,8317.0
223458,be,koksijde,21027.0
223492,be,kontich,20290.0
223527,be,kortemark,11937.0
223528,be,kortenaken,7374.0
223529,be,kortenberg,17774.0
223537,be,kortessem,8042.0
223543,be,kortrijk,73879.0
223570,be,kraainem,12815.0
223633,be,kruibeke,14815.0
223654,be,kruishoutem,8179.0
223691,be,kuurne,12638.0
223745,be,laarne,11600.0
223802,be,la bruyere,8194.0
223985,be,la hulpe,7415.0
224020,be,la louviere,76668.0
224073,be,lanaken,24771.0
224084,be,landen,14458.0
224212,be,la roche-en-ardenne,4200.0
224319,be,lebbeke,17372.0
224386,be,ledegem,9102.0
224388,be,lede,16813.0
224466,be,leglise,3865.0
224539,be,lendelede,5393.0
224547,be,lennik,8818.0
224549,be,lens,3902.0
224556,be,leopoldsburg,14149.0
224845,be,lessines,17687.0
224923,be,leuven,92892.0
224959,be,libin,4609.0
224972,be,lichtervelde,8169.0
224975,be,liedekerke,11980.0
224980,be,liege,182597.0
224987,be,lierneux,3332.0
225017,be,lille,15466.0
225030,be,limbourg,5612.0
225041,be,lincent,2884.0
225058,be,linkebeek,4823.0
225067,be,lint,7982.0
225102,be,lobbes,5467.0
225109,be,lochristi,19696.0
225132,be,lokeren,37567.0
225154,be,lommel,31993.0
225161,be,londerzeel,17274.0
225189,be,lontzen,4862.0
225258,be,lovendegem,9272.0
225276,be,lubbeek,13574.0
225299,be,lummen,13689.0
225341,be,maaseik,23684.0
225343,be,maasmechelen,36251.0
225351,be,machelen,12252.0
225425,be,maldegem,22092.0
225449,be,malmedy,11514.0
225463,be,manage,22196.0
225478,be,manhay,3128.0
225503,be,marche-en-famenne,16856.0
225511,be,marchin,5063.0
225580,be,martelange,1440.0
225654,be,mechelen,77531.0
225687,be,meerhout,9346.0
225759,be,meise,18497.0
225761,be,meix-devant-virton,2637.0
225787,be,melle,10687.0
225809,be,menen,31916.0
225819,be,merbes-le-chateau,3999.0
225823,be,merchtem,14660.0
225827,be,merelbeke,22047.0
225838,be,merksplas,7963.0
225854,be,mesen,975.0
225862,be,messancy,7144.0
225872,be,mettet,12014.0
225875,be,meulebeke,10948.0
225928,be,middelkerke,17789.0
225983,be,modave,3825.0
225991,be,moerbeke,5855.0
226098,be,mol,32659.0
226107,be,momignies,5183.0
226132,be,mons,91277.0
226200,be,mont-saint-guibert,6557.0
226223,be,moorslede,10720.0
226245,be,morlanwelz,18233.0
226258,be,mortsel,24525.0
226305,be,mouscron,52069.0
226372,be,musson,4225.0
226408,be,namur,106284.0
226409,be,nandrin,5480.0
226418,be,nassogne,5081.0
226430,be,nazareth,10890.0
226503,be,neerpelt,16122.0
226563,be,neufchateau,6416.0
226592,be,nevele,11153.0
226606,be,niel,8656.0
226648,be,nieuwerkerken,6466.0
226667,be,nieuwpoort,10845.0
226676,be,nijlen,20792.0
226696,be,ninove,34795.0
226704,be,nivelles,24149.0
226844,be,ohey,4324.0
226858,be,olen,11070.0
226868,be,olne,3836.0
226892,be,onhaye,3014.0
226952,be,oosterzele,13151.0
226959,be,oostkamp,21489.0
